package_name,item,type,size,brand,design_front,design_back,print_file_node
RE-65288-87936-F1,4997830_1,KID_YO_JERS_V2_04,2T,,https://merchize-artworks.s3.us-west-1.amazonaws.com/taodjxb/artworks/681898ba2d6f0f5a9844b721/25/05/cvibwafdne.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449556&Signature=82P2uJN1Z%2F5dA%2BEAUjpVKfG5ZEQ%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/f2b49a6f/4997830_1.tif
RB-42524-35384-F1,5160750_1,KY_JER_SHORTS_17,3T,,https://merchize-artworks.s3.us-west-1.amazonaws.com/zlk0ggs/artworks/6879f2471a184a502ecc2921/25/07/83bn3101qj.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446619&Signature=F9k7rHoXJjtwdXrMInOtBAwR7Qo%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/983af278/5160750_1.tif
RV-84277-58963-F1,5219030_1,LO_SLE_02,2XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/vssvfn1/artworks/689ff667f5c95b2f59bf042b/25/08/xgzkze047l.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445410&Signature=mqhHndmB0WfjbKen4wm0YSAeI%2FU%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/571bf744/5219030_1.tif
RW-87824-69979-F1,5152405_1,PANTS_PAJA_25,3XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1azbm8v/artworks/68746b4511f7d35c88aaa5d4/25/07/1752460103669-a12ac591-99a5-4a56-b344-6bf0e3f52a3a.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446462&Signature=uo%2F%2Fgr73iHdY%2BNsy6UbziRuE9ss%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/e1544f69/5152405_1.tif
RE-36258-85597-F1,5140801_1,POLO_17,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/pgwrjo0/artworks/6853456b03cf144ffca7be41/order-items/686b6ad367d8087b97438336/25/07/jvvqqg0fmd.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447188&Signature=cASwh4xdnwya1HNaPNUvAqgZ9JU%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/f2daac57/5140801_1.tif
RN-86837-88692-F1,5038348_1,POLO_17,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/4bjje4i/artworks/6828a21ac13a68b8cfaba164/order-items/682cbaef6f335fc840e4513f/25/05/qb1caia5nqi.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449241&Signature=HbMIUFvJZqoNmVvEcALbBKumbUU%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/687c2bee/5038348_1.tif
RG-27937-97753-F1,5186668_1,POLO_17,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/9o0fzs6/artworks/67ca0db3cd8ffa5b79bf1f82/attributes/25/03/1742269010757-f96782a4-37ac-44a3-9bc0-311c2a98ce60.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446349&Signature=CAJCxDrUXHzL8068rLvki9Py7BU%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/b51258c8/5186668_1.tif
RR-64989-53387-F1,5118789_4,POLO_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/vssvfn1/artworks/685d18a40b96e4e2ece4b924/25/06/22gk8ibapd.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447494&Signature=q6jx1GNPNKbCoflSZ23KBkUTwrA%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/782894fc/5118789_4.tif
RZ-65673-33767-F1,5088312_1,POLO_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1uxa7nq/artworks/68483a787927efddebbeb26c/25/06/1749564026998-26d7e79b-1d53-4160-8efb-06bcefc3c3df.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448512&Signature=sn2xbZRU%2BFZ%2FvWJSAvIOW019ky8%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/cf35977c/5088312_1.tif
RN-36268-49765-F1,4982589_1,PR_HD_19,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/7njrrti/artworks/6810381d361a732fa131b707/25/04/mv1lnclhb9.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449790&Signature=sodHvZ5%2FdCGWqqD5uomxKYDgcbA%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/5d378749/4982589_1.tif
RN-68236-78338-F1,5046910_2,PR_POLO_24,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/yy7xgcm/artworks/6833d6ec04af67b34957de4a/25/05/m535fyacpz.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449046&Signature=Rtq%2BTen5ZkOvSnG%2BbedVmJXqdnc%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/0bc87aa7/5046910_2.tif
RN-68236-78338-F1,5046910_1,PR_POLO_24,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/yy7xgcm/artworks/6833d6e504af67398e57de2e/25/05/uw5n852w5x.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449046&Signature=KI5%2F8%2B6BdYhEMNYVHJKYFypXltg%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/13af399f/5046910_1.tif
RN-48339-52574-F1,5031383_1,PR_QUILT_36,70x80 GAP VIEN,,https://merchize-artworks.s3.us-west-1.amazonaws.com/g15h3yw/artworks/651a2d97b07a27d8b9d5300d/order-items/682828415e4a678082d26dfb/25/05/h1q1bfzm9k8.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449658&Signature=913E4XNVRzUra%2FI7BD1Ucak6Rlw%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/e6e60cbf/5031383_1.tif
RD-76582-72332-F1,5211095_1,PR_SWEATER_14,2XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/zoicy1l/artworks/689b03720470eed47f212aba/25/08/5agjmwltce.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445239&Signature=fCH6vFr8x3eXaxePVVoI%2Ff%2BSCco%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/3d5ea6df/5211095_1.tif
